Name,Total Rating,Review Count,Price Range,Address Region,Food,Service,Value,Atmosphere,Excellent,Very good,Average,Poor,Terrible
Grilled Beef Torajien Kyoto,4.0,10,$$ - $$$,Kinki,4.0,4.0,3.5,,20%,80%,0%,0%,0%
La Biographie,4.5,6,,Kinki,,,,,67%,33%,0%,0%,0%
Kyoto Century Hotel Main Bar Essex,4.5,8,$$ - $$$,Kinki,4.0,4.5,4.0,,37%,51%,12%,0%,0%
Gion Iwamoto,5.0,7,,Kinki,,,,,86%,14%,0%,0%,0%
Fire King,5.0,5,,Kinki,,,,,100%,0%,0%,0%,0%
Wte,5.0,5,,Kinki,,,,,80%,20%,0%,0%,0%
Menyashakariki,4.0,12,,Kinki,4.0,3.5,4.0,,16%,68%,16%,0%,0%
Charcoal Grilled Chicken Pontocho Yasohachi,4.5,8,,Kinki,,,,,,,,,
European-Style Curry House Ganesh,4.5,6,,Kinki,,,,,67%,33%,0%,0%,0%
Hachinobo,4.5,7,,Kinki,,,,,,,,,
yakitori Riraku,4.0,8,$$ - $$$,Kinki,,,,,,,,,
kuishinbo YAMANAKA,4.5,10,$$ - $$$,Kinki,,,,,,,,,
"Hokkyokusei, Kyoto Gion",4.0,13,$$ - $$$,Kinki,4.0,4.0,4.0,,23%,39%,38%,0%,0%
Cook Waraku,4.0,12,$$ - $$$,Kinki,,,,,43%,41%,8%,0%,8%
Kurita,4.5,9,$$ - $$$,Kinki,5.0,4.5,4.5,,56%,33%,11%,0%,0%
Kyo Tofu Fujino,4.0,13,,Kinki,,,,,,,,,
Jugo,5.0,5,,Kinki,,,,,80%,20%,0%,0%,0%
Itsutsu,4.5,7,$$ - $$$,Kinki,4.5,4.5,4.5,,58%,28%,14%,0%,0%
Daitoryo,4.5,11,$$ - $$$,Kinki,,,,,55%,36%,0%,9%,0%
Mendokoro Kobayashi,4.5,7,,Kinki,,,,,42%,58%,0%,0%,0%
Ebisen,5.0,5,$$$$,Kinki,,,,,80%,20%,0%,0%,0%
Itosen,4.0,15,$$ - $$$,Kinki,4.0,4.0,4.0,,26%,55%,13%,6%,0%
Teppan Dining Show,4.5,6,$$$$,Kinki,,,,,68%,16%,16%,0%,0%
Nakanoya,4.5,7,,Kinki,,,,,58%,42%,0%,0%,0%
Furukawa-Cho Manryo,4.5,7,,Kinki,,,,,44%,42%,14%,0%,0%
Sabo Adonis Fukujuso Tea & Sweets by Fukujuen,4.5,7,,Kinki,,,,,,,,,
Freshness Burger Kitaoji,4.0,10,,Kinki,,,,,10%,80%,10%,0%,0%
Tea House Lipton Kyoto Station Bldg,3.5,30,$$ - $$$,Kinki,3.5,4.0,3.5,,23%,41%,16%,10%,10%
Baikaru,4.0,9,$$ - $$$,Kinki,,,,,,,,,
Kyo Cafe Shimmachi,4.5,7,$$ - $$$,Kinki,,,,,58%,28%,14%,0%,0%
Japanese Restaurant Tokuo,5.0,8,$$$$,Kinki,5.0,5.0,5.0,,100%,0%,0%,0%,0%
Muto,4.5,11,$$ - $$$,Kinki,4.5,4.5,4.5,,64%,18%,9%,9%,0%
Tendon Motokame,4.0,12,$$ - $$$,Kinki,3.5,4.0,4.0,,16%,51%,33%,0%,0%
Katsudon Gen,4.0,11,$$ - $$$,Kinki,3.5,4.0,3.5,,27%,55%,18%,0%,0%
Izusen Sagano,4.5,6,,Kinki,,,,,50%,50%,0%,0%,0%
Taverna Il Viale,4.0,11,,Kinki,,,,,55%,27%,9%,0%,9%
Ichi Ya,4.0,13,,Kinki,,,,,40%,30%,23%,0%,7%
A Table,4.5,8,$$ - $$$,Kinki,,,,,51%,37%,12%,0%,0%
Unokami,4.0,9,,Kinki,,,,,,,,,
Kikumasa,4.0,11,$$ - $$$,Kinki,4.5,4.5,4.5,,46%,27%,27%,0%,0%
Il Ghiottone Cucineria,4.5,10,$$$$,Kinki,4.5,4.5,4.0,,40%,50%,10%,0%,0%
Miyakosai Kamo Kawara-Machi,3.5,26,$$ - $$$,Kinki,3.5,2.5,3.5,,11%,38%,45%,3%,3%
Korisu,5.0,7,,Kinki,,,,,86%,14%,0%,0%,0%
Gion Sanvoa,4.5,7,,Kinki,4.5,4.5,4.5,,58%,42%,0%,0%,0%
Mos Burger,4.0,13,$,Kinki,,,,,23%,39%,38%,0%,0%
Indian curry dining Cobara-Hetta Aeon Mall Kyoto,4.0,16,,Kinki,4.0,3.5,4.5,,25%,57%,12%,0%,6%
La Fleur,4.0,16,$$$$,Kinki,,,,,,,,,
Go Go Ichi Horai Kyototakashimaya,4.0,11,,Kinki,,,,,37%,27%,36%,0%,0%
Chasen,4.0,13,$$ - $$$,Kinki,4.0,3.5,3.5,,40%,30%,23%,7%,0%
Boulevard,3.5,18,$$ - $$$,Kinki,,,,,,,,,
Tachibana,3.5,16,$$ - $$$,Kinki,3.5,3.5,3.5,,12%,45%,43%,0%,0%
Radio Cafe,4.0,9,,Kinki,,,,,56%,11%,33%,0%,0%
Oikesuishin,4.0,12,$$ - $$$,Kinki,4.0,4.0,4.0,,33%,42%,25%,0%,0%
"Pizza Little Party, Kujyo",4.0,11,$$ - $$$,Kinki,,,,,,,,,
Sakon,4.5,8,,Kinki,,,,,37%,51%,12%,0%,0%
Kimura,5.0,14,$$ - $$$,Kinki,,,,,90%,10%,0%,0%,0%
Yamashita Shozo,4.0,9,$$ - $$$,Kinki,,,,,,,,,
Pronto,4.0,13,,Kinki,,,,,15%,55%,23%,7%,0%
Ramen Mugyu,4.5,7,,Kinki,,,,,58%,14%,28%,0%,0%
Manyoken Kyoto Takashimaya,4.0,15,$$ - $$$,Kinki,,,,,,,,,
Bar Yanagi,5.0,5,,Kinki,,,,,100%,0%,0%,0%,0%
Shigure Chaya Wabisuke,4.5,6,,Kinki,,,,,50%,50%,0%,0%,0%
Sushiden Kenzan Kyoto Takashimaya,4.5,8,$$ - $$$,Kinki,,,,,63%,25%,12%,0%,0%
Holly's cafe Shijo Kawaramachi,3.5,29,$,Kinki,3.0,4.0,4.0,,20%,31%,40%,6%,3%
Kakyu,4.5,8,$$ - $$$,Kinki,5.0,5.0,4.5,,37%,63%,0%,0%,0%
Iharada,4.5,6,,Kinki,,,,,,,,,
Kappo Saraku,5.0,6,$$$$,Kinki,,,,,84%,16%,0%,0%,0%
En en,4.5,8,$$ - $$$,Kinki,,,,,51%,37%,12%,0%,0%
Shun Charcoal Cuisine Mmai,4.0,9,$$ - $$$,Kinki,,,,,33%,56%,11%,0%,0%
Hitsuji,4.0,18,$$ - $$$,Kinki,4.0,4.0,3.5,4.5,33%,46%,11%,5%,5%
Kodawari Egg Specialty Shop Tamagoya,4.0,11,,Kinki,4.0,3.5,3.0,,18%,64%,9%,9%,0%
Panetteria Okura,4.0,10,$,Kinki,,,,,,,,,
Mentatsu,5.0,6,$$ - $$$,Kinki,,,,,100%,0%,0%,0%,0%
Jinento Cafeteria,4.5,8,,Kinki,,,,,,,,,
"Shisensankan, Kyoto Porta",3.5,21,$$ - $$$,Kinki,,,,,,,,,
Kiyomizu Sannenzaka Ninigi,4.0,8,,Kinki,,,,,12%,88%,0%,0%,0%
Allecher,4.5,6,,Kinki,,,,,50%,50%,0%,0%,0%
Kyono Yakinikudokoro Hiro Kyoto Ekimae,4.0,24,$$ - $$$,Kinki,,,,,,,,,
Unagikyoryori Gion Umenoi,4.0,11,$$$$,Kinki,,,,,45%,33%,22%,0%,0%
Tanpopo,4.0,9,,Kinki,4.5,3.5,4.0,,11%,78%,11%,0%,0%
Yu No Yado Shoei Aji Dokoro Hanaguruma,4.5,6,,Kinki,,,,,50%,50%,0%,0%,0%
Machikadoya Kawaramachi Sanjo,4.0,12,$,Kinki,,,,,16%,43%,41%,0%,0%
Ottimo,4.5,6,$$ - $$$,Kinki,,,,,50%,50%,0%,0%,0%
Freshness Burger Kawaramachi,4.0,13,$$ - $$$,Kinki,4.5,5.0,4.5,,40%,38%,15%,0%,7%
The Muses,4.0,12,$$ - $$$,Kinki,4.0,4.0,3.0,,16%,51%,33%,0%,0%
Saikaku,5.0,7,,Kinki,5.0,4.5,4.5,,86%,14%,0%,0%,0%
Kyoto Namachocolat,4.0,10,,Kinki,,,,,30%,40%,30%,0%,0%
Ushi no Hone Anaza,4.0,20,$$ - $$$,Kinki,4.5,4.0,3.5,,25%,50%,10%,5%,10%
Marugameseimen,4.0,10,$,Kinki,,,,,30%,50%,20%,0%,0%
Fried Chicken and Highball Link,4.5,7,$$ - $$$,Kinki,4.0,4.0,4.0,,28%,72%,0%,0%,0%
Rai Rai Tei Ichijoji,4.0,14,,Kinki,,,,,7%,65%,28%,0%,0%
Wakyu,5.0,6,,Kinki,,,,,84%,16%,0%,0%,0%
Southern Court,4.0,23,$$ - $$$,Kinki,,,,,,,,,
Aje Kita,4.0,13,$$ - $$$,Kinki,,,,,,,,,
Restaurant Star Kyogoku,3.5,48,$$ - $$$,Kinki,4.0,3.5,3.5,,20%,27%,36%,11%,6%
Shinkokan,4.5,7,,Kinki,,,,,42%,58%,0%,0%,0%
Fukei,4.5,7,,Kinki,,,,,,,,,
Teppanyaki Yoshikawa,4.5,6,$$$$,Kinki,,,,,,,,,
Izutsuya,4.0,24,$$$$,Kinki,4.5,5.0,4.0,,47%,25%,8%,12%,8%
"Gion Vitra,",5.0,5,$$$$,Kinki,,,,,80%,20%,0%,0%,0%
Saikan Wong,4.5,7,,Kinki,4.5,4.0,4.0,,72%,14%,14%,0%,0%
Kabeya Sake Sakana Soba,4.5,6,$$ - $$$,Kinki,,,,,,,,,
Kushi Katsu Bote,4.5,8,$$ - $$$,Kinki,,,,,37%,63%,0%,0%,0%
Wife&Husband,4.5,5,,Kinki,,,,,60%,40%,0%,0%,0%
Marugame Seimen Vivre Kitaooji,4.0,7,,Kinki,,,,,14%,86%,0%,0%,0%
Shunseki Suzue,4.5,7,$$$$,Kinki,5.0,4.5,4.0,,72%,14%,14%,0%,0%
Mitsuyasu,5.0,7,$$$$,Kinki,5.0,5.0,5.0,,86%,14%,0%,0%,0%
Sanrio Characters Ninen-Rambu Ninja Kyoto,3.5,23,$$ - $$$,Kinki,3.5,4.0,3.5,4.0,21%,55%,8%,8%,8%
Ristoria Radice,4.5,8,$$$$,Kinki,,,,,63%,25%,0%,12%,0%
Corno Rosso,5.0,6,,Kinki,,,,,84%,16%,0%,0%,0%
Baji Tofu,5.0,5,,Kinki,,,,,100%,0%,0%,0%,0%
Ishiyaki regional chicken Issian Kyoto station front,4.0,18,,Kinki,,,,,,,,,
Cave de K,4.5,8,,Kinki,,,,,37%,51%,12%,0%,0%
Gyozao,4.5,6,,Kinki,,,,,50%,50%,0%,0%,0%
Bakery & Cafe Cascade Zest Miike,4.0,12,,Kinki,,,,,25%,33%,42%,0%,0%
Ringo,4.5,7,$$ - $$$,Kinki,,,,,42%,58%,0%,0%,0%
Ramentengu Saijin,4.0,9,$$ - $$$,Kinki,,,,,45%,22%,33%,0%,0%
Shogetsu Ichijo,4.0,9,,Kinki,,,,,34%,33%,33%,0%,0%
Matsukume,4.5,6,$$ - $$$,Kinki,,,,,67%,33%,0%,0%,0%
Lantern,4.5,8,,Kinki,,,,,63%,12%,25%,0%,0%
Kyo Tsukudani Shop Yayoi,4.5,6,,Kinki,,,,,,,,,
Nontei,4.5,8,,Kinki,,,,,,,,,
Irodori,4.5,5,,Kinki,,,,,,,,,
Brasserie,4.5,8,$$ - $$$,Kinki,5.0,5.0,4.5,,76%,12%,0%,0%,12%
Hatsuda,4.5,8,$$ - $$$,Kinki,,,,,25%,75%,0%,0%,0%
Chogoromochi Honpo,4.0,9,,Kinki,,,,,,,,,
Soba Shubo Ichii,5.0,5,,Kinki,,,,,80%,20%,0%,0%,0%
Karasemitei,5.0,4,$$ - $$$,Kinki,,,,,100%,0%,0%,0%,0%
Nandaimon,4.5,5,$$ - $$$,Kinki,,,,,60%,40%,0%,0%,0%
Maguro Garage,5.0,5,,Kinki,,,,,80%,20%,0%,0%,0%
Pontako Sakura,4.0,13,$$ - $$$,Kinki,4.5,4.5,4.0,,48%,38%,7%,0%,7%
Saizeriya Kyoto Ichijoji,4.5,7,,Kinki,,,,,44%,42%,14%,0%,0%
Kirara,4.0,9,,Kinki,4.0,4.0,4.0,,33%,56%,11%,0%,0%
Manzaratei Sanjo Takakura,4.5,8,$$ - $$$,Kinki,,,,,,,,,
Yakitorino Meimon Akiyoshi Kawaramachi,4.0,14,$$ - $$$,Kinki,4.5,4.5,4.5,,58%,21%,14%,0%,7%
T Joy Kyoto,4.0,9,,Kinki,,,,,45%,22%,33%,0%,0%
Oito,4.5,7,,Kinki,4.5,4.0,3.0,,58%,28%,14%,0%,0%
Akamamma,4.0,11,$$ - $$$,Kinki,4.0,4.0,4.0,,37%,36%,27%,0%,0%
Promenade Cafe Shijo Teramachi,4.0,9,$,Kinki,,,,,45%,22%,33%,0%,0%
Ebata,4.0,10,,Kinki,,,,,,,,,
Ganjindo Kumagoro,3.5,28,$$ - $$$,Kinki,3.5,3.5,3.5,,10%,41%,39%,7%,3%
Ante Cafe,3.5,75,$$ - $$$,Kinki,3.5,4.0,3.5,3.5,12%,39%,32%,8%,9%
Kacho,4.0,10,$$$$,Kinki,,,,,30%,60%,0%,10%,0%
Yayoiken Karasuma Oike,4.0,12,$,Kinki,,,,,16%,60%,16%,0%,8%
Hyakushokuya Sushi Beef,4.5,6,$$ - $$$,Kinki,,,,,68%,16%,16%,0%,0%
Hassunba,5.0,5,,Kinki,,,,,,,,,
Bistro Kawano,4.0,10,$$ - $$$,Kinki,4.0,4.0,4.0,,30%,40%,30%,0%,0%
Ichiba Koji,4.0,11,$$ - $$$,Kinki,,,,,27%,37%,36%,0%,0%
Manzaratei Pontochoten,4.0,27,$$ - $$$,Kinki,4.5,4.0,4.0,,46%,29%,7%,7%,11%
Seafood bowl Specialty restaurant Echizen Wakasaya Sanjo,4.0,19,$$ - $$$,Kinki,4.0,4.0,4.0,,31%,39%,15%,10%,5%
Kiyomizu Tateba,5.0,5,$$ - $$$,Kinki,,,,,80%,20%,0%,0%,0%
La Quoh,5.0,6,$$ - $$$,Kinki,,,,,84%,16%,0%,0%,0%
Gion Nishikawa,3.5,35,$$$$,Kinki,4.0,3.5,3.5,,28%,48%,5%,5%,14%
Menya Mitsuru,4.0,11,,Kinki,4.0,3.5,3.5,,18%,64%,9%,9%,0%
Tsuneyadensuke,4.5,6,,Kinki,,,,,67%,33%,0%,0%,0%
Takenokotei,4.5,8,,Kinki,,,,,37%,51%,12%,0%,0%
Okina,4.5,7,$$ - $$$,Kinki,,,,,58%,28%,14%,0%,0%
Shunsaishokubo Seigen,5.0,5,,Kinki,,,,,100%,0%,0%,0%,0%
Ichibakoji Kitaoji Vivre,4.0,13,$$ - $$$,Kinki,4.0,3.5,3.5,,7%,78%,15%,0%,0%
Ranzan,4.0,10,$$ - $$$,Kinki,,,,,10%,70%,20%,0%,0%
Hottokeya Kyoto Hotel Okura-branch,4.0,11,$$ - $$$,Kinki,3.5,3.5,4.0,,18%,64%,18%,0%,0%
Asian Dining & Cafe Mew'z,4.0,9,$$ - $$$,Kinki,,,,,,,,,
Unagi Toku Kyoto Takashimaya,3.5,21,$$ - $$$,Kinki,3.5,3.5,3.5,,21%,37%,35%,7%,0%
Shimogamo Saryo JR West Japan Isetan,4.5,8,,Kinki,,,,,25%,75%,0%,0%,0%
Urbanguild,4.0,10,$$ - $$$,Kinki,4.0,4.0,4.0,,40%,20%,40%,0%,0%
Franze & Evans London Kyoto 3jo,4.0,11,$$ - $$$,Kinki,4.0,3.5,4.0,,36%,46%,0%,9%,9%
Daruma to Kingyo,4.0,10,$$ - $$$,Kinki,,,,,,,,,
Sasaki Pan Main,4.5,7,,Kinki,,,,,,,,,
Gionranburu,4.5,13,,Kinki,,,,,63%,25%,12%,0%,0%
Shoentei,4.0,10,$$ - $$$,Kinki,4.0,4.0,4.0,,40%,50%,0%,10%,0%
Sham,5.0,5,,Kinki,,,,,80%,20%,0%,0%,0%
Enya,4.5,8,$$ - $$$,Kinki,,,,,,,,,
Kakiyasu Sanjakusanzunbashi JR Kyoto Isetan,4.0,20,$$ - $$$,Kinki,3.5,3.5,4.0,,15%,50%,30%,5%,0%
Marufuji,4.5,7,$$ - $$$,Kinki,,,,,58%,28%,14%,0%,0%
Coco Ichibanya Nakagyo-Ku Kawara-Machi Sanjo,4.0,10,$$ - $$$,Kinki,,,,,20%,50%,30%,0%,0%
Wayang Bali,4.5,7,$$ - $$$,Kinki,,,,,72%,0%,28%,0%,0%
AIC Akitsushima Kyoto,5.0,5,$$$$,Kinki,,,,,,,,,
Horse Meat Restaurant Umayaro,4.0,7,,Kinki,,,,,14%,86%,0%,0%,0%
Gion Okuoka,5.0,5,,Kinki,,,,,80%,20%,0%,0%,0%
Shozankaku Matsuyama Isetan,3.5,31,$$$$,Kinki,3.5,3.0,3.0,,16%,47%,19%,12%,6%
Suehiro,4.5,8,$$ - $$$,Kinki,,,,,76%,12%,12%,0%,0%
Saizeriya Kyoto Kawaramachi Dori,4.0,15,$,Kinki,,,,,41%,20%,33%,0%,6%
Okuden,4.5,6,$$ - $$$,Kinki,,,,,84%,0%,16%,0%,0%
Susai Yuzuya,4.5,7,$$ - $$$,Kinki,,,,,,,,,
Zucca Da Vino,4.0,13,$$ - $$$,Kinki,,,,,,,,,
R&Rtrattoria,4.5,7,$$ - $$$,Kinki,,,,,42%,58%,0%,0%,0%
Grill Normandie Kawaramachi,4.0,9,$$ - $$$,Kinki,,,,,11%,78%,11%,0%,0%
Sky Restaurant Pittoresque,4.5,6,,Kinki,,,,,,,,,
Cafe Hypericum,4.5,7,$$ - $$$,Kinki,,,,,28%,72%,0%,0%,0%
"Ryoma Syamonojo, Kyoto Ekimae",4.0,14,,Kinki,,,,,,,,,
Toilo,5.0,4,$$$$,Kinki,,,,,100%,0%,0%,0%,0%
Gion One Love,5.0,4,,Kinki,,,,,,,,,
Dari K Honten,4.5,7,$$ - $$$,Kinki,4.5,4.5,4.0,,42%,58%,0%,0%,0%
Tenka Ippin Gojo Katsura,4.0,8,,Kinki,,,,,37%,51%,0%,12%,0%
Asperge Blanche,4.0,9,$$ - $$$,Kinki,,,,,,,,,
Blueonion,4.5,6,,Kinki,,,,,50%,50%,0%,0%,0%
Yakitori Fushidori,5.0,5,$,Kinki,,,,,80%,20%,0%,0%,0%
Asahi Super Dry Kyoto,3.5,31,$$ - $$$,Kinki,3.5,3.5,3.5,,9%,50%,29%,6%,6%
Uosuke,5.0,5,,Kinki,,,,,80%,20%,0%,0%,0%
Standing Bar Raku,4.5,9,,Kinki,,,,,56%,22%,22%,0%,0%
Washoku Haru,4.5,7,,Kinki,,,,,44%,42%,14%,0%,0%
Setsugekka,4.0,9,$$ - $$$,Kinki,,,,,33%,56%,11%,0%,0%
Natural Food Village,4.5,7,,Kinki,,,,,42%,58%,0%,0%,0%
Osteria Coccinella,4.5,7,,Kinki,,,,,42%,58%,0%,0%,0%
Yubani,4.0,10,,Kinki,,,,,30%,50%,10%,10%,0%
Kyoto Curry House Kariru,4.5,6,$$ - $$$,Kinki,,,,,50%,50%,0%,0%,0%
Setsugetsuka Salon,4.5,8,$$ - $$$,Kinki,,,,,42%,58%,0%,0%,0%
Kyoto Kidoriya,4.0,14,$$ - $$$,Kinki,4.0,4.0,4.0,,21%,58%,7%,7%,7%
En,4.5,7,,Kinki,,,,,28%,72%,0%,0%,0%
Spaghetteria MENYA,5.0,5,,Kinki,,,,,,,,,
Cafe & Gallery Lamp,5.0,4,,Kinki,,,,,,,,,
Creme de la Creme,3.5,19,$$ - $$$,Kinki,4.0,4.0,4.0,,15%,49%,31%,0%,5%
Ichirin,4.0,13,,Kinki,4.0,4.0,3.5,,40%,30%,23%,0%,7%
Aji Rakuzan,5.0,5,,Kinki,,,,,100%,0%,0%,0%,0%
Shimeya,4.5,6,,Kinki,,,,,68%,16%,16%,0%,0%
Noshi,4.5,7,$$$$,Kinki,,,,,42%,58%,0%,0%,0%
Kyoto Yaoichi Honkan Kyo No Okazu,4.5,7,,Kinki,,,,,28%,72%,0%,0%,0%
Senbon Curry,4.0,8,$,Kinki,,,,,25%,63%,12%,0%,0%
Cafe de Corazon,5.0,4,,Kinki,,,,,100%,0%,0%,0%,0%
McDonald's Karasuma Marutamachi,3.5,17,$,Kinki,3.5,3.5,4.0,,17%,49%,29%,0%,5%
Kirameki Japan,4.5,6,,Kinki,,,,,50%,50%,0%,0%,0%
Kyoto Koto Koto,3.5,20,$$ - $$$,Kinki,,,,,,,,,
Goriki,4.0,9,,Kinki,4.0,3.0,3.5,,11%,78%,11%,0%,0%
Tabakoya,4.5,6,,Kinki,,,,,67%,33%,0%,0%,0%
Spice Cafe Diwali Kyoto,4.0,14,$$ - $$$,Kinki,,,,,44%,35%,0%,14%,7%
Kurashiki Coffee Aeon Mall Kyoto Katsuragawa,4.5,10,,Kinki,4.5,4.0,4.0,,50%,40%,10%,0%,0%
Muroi,4.5,6,,Kinki,,,,,68%,16%,16%,0%,0%
Lanka,4.5,7,,Kinki,,,,,58%,28%,14%,0%,0%
Seiotei Kyototen,4.0,16,$$ - $$$,Kinki,4.0,4.0,3.5,,27%,37%,36%,0%,0%
Drip & Drop,4.0,7,,Kinki,,,,,28%,58%,14%,0%,0%
Wakadori Kobayashi,5.0,5,,Kinki,,,,,80%,20%,0%,0%,0%
Hanagoyomi,4.0,12,$$ - $$$,Kinki,4.0,4.5,4.5,,10%,80%,10%,0%,0%
Robinson   karasumaru,3.5,36,$$ - $$$,Kinki,4.0,3.5,3.5,,8%,48%,36%,4%,4%
Gozan Ryori Ugetsu Chaya Main Store,3.5,15,,Kinki,,,,,,,,,
Kaiseki Cafe Akichi,4.0,9,,Kinki,5.0,4.0,4.5,,33%,45%,22%,0%,0%
Yokocho,4.0,8,,Kinki,,,,,38%,37%,25%,0%,0%
B Legumes a table,4.0,15,$$ - $$$,Kinki,4.0,3.5,4.5,,55%,26%,13%,0%,6%
Biiyanto,4.0,10,$,Kinki,,,,,40%,20%,40%,0%,0%
Giwon Finlandia Bar,3.5,27,$$ - $$$,Kinki,,,,,,,,,
Carre de M,4.0,13,$$$$,Kinki,4.0,4.0,3.5,,30%,56%,7%,0%,7%
Pimpin,4.5,6,,Kinki,,,,,33%,67%,0%,0%,0%
Meli-melo,4.5,7,$$ - $$$,Kinki,,,,,86%,0%,14%,0%,0%
Tonkatsu Yamamoto,4.0,7,,Kinki,,,,,28%,58%,14%,0%,0%
Royal Host Katsura,4.0,8,,Kinki,,,,,12%,76%,12%,0%,0%
Maison de Vin Uzurate,4.5,6,$$$$,Kinki,,,,,67%,33%,0%,0%,0%
Sushi Zen,4.5,9,$$ - $$$,Kinki,4.5,3.5,4.5,,56%,33%,11%,0%,0%
Raisinble,4.5,6,$$ - $$$,Kinki,,,,,51%,33%,16%,0%,0%
Ramen Kawatoya Ginkakuji,5.0,5,,Kinki,,,,,100%,0%,0%,0%,0%
Tenkaippin Minamizamae,3.5,17,$$ - $$$,Kinki,3.5,3.5,,,11%,41%,48%,0%,0%
Seryo Jaya,4.0,13,$$ - $$$,Kinki,4.0,4.0,4.0,,23%,39%,38%,0%,0%
Renge,4.5,6,,Kinki,,,,,,,,,
Onigiriya-san,4.0,12,$,Kinki,,,,,,,,,
Ramen Yokozuna Kisshoin,4.0,9,,Kinki,,,,,22%,67%,11%,0%,0%
Nigiri no Tokube,4.0,8,,Kinki,,,,,,,,,
"Manzaratei, Karasuma Bukkoji",4.0,15,$$ - $$$,Kinki,4.0,4.0,3.5,,33%,41%,13%,0%,13%
Ichoya,5.0,5,$$ - $$$,Kinki,,,,,80%,20%,0%,0%,0%
Isshin,5.0,5,,Kinki,,,,,80%,20%,0%,0%,0%
Oshokujidokoro Inari,4.5,7,,Kinki,,,,,44%,42%,14%,0%,0%
Shinrin Shokudo,4.0,10,$$ - $$$,Kinki,,,,,,,,,
Saimi Kokaji,4.5,10,,Kinki,,,,,80%,0%,0%,20%,0%
Menya Hiro,4.0,11,,Kinki,,,,,,,,,
Gusto Kyoto Takaragaike,4.0,11,$,Kinki,,,,,18%,55%,27%,0%,0%
Rokkatei,4.0,11,$,Kinki,,,,,,,,,
Bisutoronozomi,4.0,20,,Kinki,4.0,3.5,4.5,4.0,40%,30%,15%,10%,5%
Vege Teji Ya Shijo Kiyamachi,4.5,6,$$ - $$$,Kinki,,,,,50%,50%,0%,0%,0%
Aquablue,3.5,22,$$ - $$$,Kinki,3.5,3.5,3.0,2.5,22%,51%,9%,9%,9%
Kyoya Cafe Hana,4.0,13,$$ - $$$,Kinki,,,,,55%,23%,15%,0%,7%
Tony,5.0,5,,Kinki,,,,,100%,0%,0%,0%,0%
Bar Chart,4.0,7,$$ - $$$,Kinki,,,,,44%,28%,28%,0%,0%
Yaoki,5.0,5,$$ - $$$,Kinki,,,,,100%,0%,0%,0%,0%
Matsubaya,4.0,8,,Kinki,,,,,25%,50%,25%,0%,0%
Kyoto Cuisine Mancho,4.5,7,$$$$,Kinki,,,,,,,,,
Jidori Dining Kokoya Kiyamachi,4.5,18,$$ - $$$,Kinki,,,,,,,,,
Tambajaya,4.5,6,,Kinki,,,,,33%,67%,0%,0%,0%
Nakazen,5.0,5,,Kinki,,,,,80%,20%,0%,0%,0%
Sansui,4.0,11,,Kinki,4.0,4.0,3.5,,27%,46%,27%,0%,0%
New Ebisuno,4.0,10,,Kinki,,,,,40%,50%,0%,0%,10%
Rive Gauche,5.0,7,,Kinki,,,,,100%,0%,0%,0%,0%
Kyotogyoen Nakatachiuri Qukeijo,4.0,10,$$ - $$$,Kinki,,,,,30%,40%,30%,0%,0%
Daiki Suisan Machi no Minato Kyoto Tower Sando,4.5,5,,Kinki,,,,,40%,60%,0%,0%,0%
"Kyo no Miyako Shoya Karasuma, Shichijo",3.5,24,$$ - $$$,Kinki,4.0,4.0,4.0,,29%,20%,35%,12%,4%
Tsuruki Mochi Hompo Shichijo,5.0,5,,Kinki,,,,,80%,20%,0%,0%,0%
Maruyama Park Kyoryori Shigure,3.5,18,$$ - $$$,Kinki,,,,,,,,,
Hajime,4.5,6,,Kinki,,,,,67%,33%,0%,0%,0%
La Cucina Italiana,4.5,6,,Kinki,,,,,50%,50%,0%,0%,0%
Hanaya Jazz Bar,5.0,5,,Kinki,,,,,100%,0%,0%,0%,0%
Aoi,4.5,5,$$$$,Kinki,,,,,60%,40%,0%,0%,0%
Margarita Suma,4.5,6,,Kinki,,,,,50%,50%,0%,0%,0%
Go-O No Tora,4.5,6,,Kinki,,,,,68%,16%,16%,0%,0%
Katsuzen,4.5,6,$$ - $$$,Kinki,,,,,67%,33%,0%,0%,0%
Kyoto Shiogensui,4.0,10,,Kinki,3.5,3.5,3.0,,40%,20%,40%,0%,0%
"Second House, Kitayama",4.0,13,$$ - $$$,Kinki,,,,,,,,,
A-Goole,4.0,21,$$ - $$$,Kinki,,,,,18%,64%,9%,9%,0%
Tai Sushi,4.5,9,$$ - $$$,Kinki,,,,,78%,0%,11%,11%,0%
Kiko,4.5,6,,Kinki,,,,,68%,16%,16%,0%,0%
Lunch Cafe  Treetop,4.5,6,$$ - $$$,Kinki,,,,,50%,50%,0%,0%,0%
Ishibe Koji Sakura,4.5,7,,Kinki,5.0,4.5,4.5,,72%,28%,0%,0%,0%
Nanzan Hanare,4.5,8,$$ - $$$,Kinki,4.5,4.5,4.0,,50%,25%,25%,0%,0%
Okonomiyaki Wa Kokoyanen Shijo Omiya,4.5,5,,Kinki,,,,,60%,40%,0%,0%,0%
Takotora Kamishichiken,4.0,7,,Kinki,,,,,28%,58%,14%,0%,0%
Ichijojitsurukame,4.0,7,,Kinki,,,,,14%,86%,0%,0%,0%
Yakitoriya Torikizoku Demachiyanagi,4.0,10,$$ - $$$,Kinki,,,,,30%,40%,30%,0%,0%
