JapneseName,EnglishName,TotalRating,NearstStation,FoodCategory,PhoneNumber,LunchRating,DinnerRating,ReviewCounts,Dishes,Service,Atmosphere,Cost performance,Drink
ARROW TREE 京都三条店,aro-tsuri-,3.53,Sanjo,Cake,+81-75-257-7617,3.46,3.48,35,3.53,3.51,3.52,3.52,3.10
マルニカフェ,marunikafe,3.53,Gojo,Cafe,+81-75-344-0155,3.00,3.53,34,3.52,3.51,3.54,3.52,3.26
かれー屋ひろし,kare-yahiroshi,3.53,Emmachi,Soup Curry,+81-90-8387-9845,3.20,3.52,33,3.53,3.53,3.52,3.51,3.09
トラットリア セッテ　ペストリーブティック,trattoria sette pastry boutique,3.53,Shichijo,Cake,+81-75-541-3204,3.10,3.53,33,3.53,3.52,3.53,3.41,3.05
ココ・キラリ,Kokokirari,3.53,Fujinomori,Bread,+81-75-645-5767,3.20,3.52,32,3.54,3.51,3.50,3.51,3.00
カラヒカレー,karahi curry,3.53,Kawaramachi,Indian curry,+81-75-555-9974,3.50,3.32,31,3.53,3.35,3.26,3.18,3.18
青おにぎり,aoonigiri,3.53,Mototanaka,Onigiri (Rice ball),+81-75-201-3662,-,3.53,31,3.53,3.37,3.38,3.49,3.05
馬焼肉専門店 桜とmomiji 本店,Umayakinikusemmontensakuratomomiji,3.53,Sanjo,Yakiniku (BBQ Beef),+81-50-5869-3136,3.53,-,31,3.53,3.51,3.33,3.52,3.21
ブリーク,Brique,3.53,Gojo,French,+81-75-200-9922,3.53,-,30,3.52,3.52,3.58,3.54,3.54
ほそつじいへえ TEA HOUSE,Hosotsuji-Ihee Tea House,3.53,Gion Shijo,Tea shoppe,+81-75-551-3534,3.07,3.53,30,3.53,3.50,3.49,3.08,3.53
かぼちゃのたね,Kabochanotane,3.53,Gion Shijo,Kappo (Traditional Japanese),+81-50-5890-6643,3.41,3.46,30,3.53,3.52,3.09,3.45,3.10
貴船喜らく,Kifunekiraku,3.53,Kurama,Kaiseki (Traditional Japanese),+81-50-5571-8036,3.52,3.15,29,3.52,3.50,3.54,3.54,3.49
ボナペティ,Bon appetit,3.53,Demachiyanagi,Bread,+81-75-255-2750,3.08,3.52,28,3.52,3.34,3.40,3.58,-
すし田 乾山 京都高島屋店,Sushidenkenzan,3.53,Kawaramachi,Sushi,+81-75-222-1310,3.52,3.29,28,3.52,3.52,3.58,3.06,3.28
ワイフアンドハズバンド,WIFE&HUSBAND,3.53,Kitaoji,Coffee shoppe,+81-75-201-7324,-,3.53,27,3.52,3.55,3.59,3.53,3.52
ルレ・ヴェルダン,Bienvenue au Relais Verdun,3.53,Sanjo,French,+81-75-751-5517,3.38,3.54,27,3.53,3.51,3.50,3.51,3.43
美碧,Midori,3.53,Kawaramachi,Izakaya (other),+81-75-343-5345,3.52,3.27,27,3.53,3.51,3.51,3.47,3.41
祇園ゆやま,Gionyuyama,3.53,Sanjo Keihan,Kaiseki (Traditional Japanese),+81-50-5868-8948,3.51,3.45,27,3.53,3.52,3.56,3.53,3.20
昭恋館 よ志のや,Shourenkanyoshinoya,3.53,Kyotango,Ryokan,+81-50-5592-6793,3.53,3.38,25,3.53,3.54,3.51,3.16,3.42
鮨 味輝,Sushimiki,3.53,Karasuma,Sushi,+81-75-253-6922,3.53,-,24,3.53,3.51,3.50,3.52,3.48
がんち,Ganchi,3.53,Tofukuji,Tonkatsu (Pork cutlet),+81-75-551-9029,3.22,3.51,24,3.53,3.17,3.24,3.52,3.06
BRON RONNERY,Buronroneri,3.53,Jingu Marutamach,French,+81-75-252-1215,3.52,3.52,23,3.54,3.53,3.56,3.55,3.53
ワインとお宿　千歳,Waintooyadochitose,3.53,Amanohashidate,Ryokan,+81-772-22-3268,3.52,3.27,23,3.52,3.52,3.52,3.36,3.46
パン工房 マーマン 本店,Pankouboumaman,3.53,Nijo,Bread,+81-75-822-6450,-,3.53,23,3.54,3.42,3.50,3.52,-
叙々苑 游玄亭 京都,jojoengenyuuteikyouto,3.53,Karasuma,Yakiniku (BBQ Beef),+81-75-708-6089,3.35,3.56,23,3.53,3.52,3.54,3.33,3.41
ビストロMER,Bisutoroemuiaru,3.53,Gion Shijo,Bistro,+81-50-5571-8041,3.53,-,23,3.53,3.05,3.51,3.08,3.43
モッさんのべた焼,Mossannobetayaki,3.53,Sai,Okonomiyaki,+81-50-5594-3546,3.51,3.24,22,3.53,3.50,3.30,3.41,3.47
先斗町ふじ田,Pontochoufujita,3.53,Sanjo,Kyoto Cuisine,+81-75-255-0500,3.52,3.49,22,3.53,3.55,3.55,3.53,3.52
和久,Waku,3.53,Gion Shijo,Kappo (Traditional Japanese),+81-75-541-7673,3.23,3.52,22,3.53,3.53,3.49,3.58,3.51
ティーベニール,TEA VENIR,3.53,Gion Shijo,Tea shoppe,+81-75-531-4710,-,3.53,21,3.53,3.53,3.55,3.51,3.51
プラチナビーフ,Purachinabifu,3.53,Gion Shijo,Teppanyaki,+81-75-746-2947,3.52,3.14,21,3.53,3.53,3.55,3.55,3.51
蕎麦屋 じん六,Sobayajinroku,3.53,Kitayama,Soba,+81-75-711-6494,-,3.53,19,3.53,3.41,3.42,3.51,3.28
もつ鍋 亀八 山科店,motsunabekamehachi,3.53,Keihan Yamashina,Izakaya (Tavern),+81-50-5593-1419,3.53,-,18,3.53,3.53,3.52,3.51,3.50
宮川町 喜久屋,miyagawamachikikuya,3.53,Gion Shijo,Tempura,+81-75-561-1313,3.48,3.53,16,3.53,3.41,3.53,3.50,3.31
老舗・名店弁当コーナー ジェイアール京都伊勢丹店,Nishisemeitembentoukona,3.53,Kyoto,Bento (Lunch box),+81-75-342-5630,3.12,3.52,16,3.53,3.33,3.11,3.40,-
Salon de KANBAYASHI 上林春松本店,Salon de KANBAYASHI,3.53,Gion Shijo,Japan tea shoppe,+81-75-551-3633,-,3.53,15,3.53,3.53,3.54,3.49,3.52
チップルソン,CHIPPRUSON,3.53,Kuramaguchi,Bread,+81-75-366-8067,-,3.53,15,3.54,3.50,3.52,3.25,3.10
筍亭,Juntei,3.53,Katsura,Kyoto Cuisine,+81-75-391-7191,3.53,3.20,14,3.53,3.53,3.51,3.00,3.14
にし野,Nishino,3.53,Saiin,Yakitori (Grilled chicken),+81-75-322-3184,3.53,-,13,3.53,3.52,3.52,3.52,3.51
プランチャー健,Puranchaken,3.53,Gion Shijo,Steak,+81-50-5570-2429,3.53,-,13,3.53,3.53,3.53,3.46,3.53
祇園なか原,Gionnakahara,3.53,Gion Shijo,Kappo (Traditional Japanese),+81-75-551-5215,3.53,3.08,12,3.53,3.51,3.51,3.53,3.29
梅むら ,Umemura,3.53,Sanjo,Kyoto Cuisine,+81-75-231-3383,3.53,3.04,10,3.53,3.52,3.53,3.50,3.53
祗をん たかはし,Giontakahashi,3.53,Gion Shijo,Kappo (Traditional Japanese),+81-50-5868-8953,3.53,-,10,3.53,3.52,3.53,3.51,3.52
ルーデンス,Rudensu,3.53,Marutamachi,"Innovative cuisine, Fusion cuisine",+81-50-5870-8230,3.46,3.52,9,3.53,3.55,3.56,3.34,3.50
ヤキニク甲 蛸薬師店,Yakinikukinoe,3.53,Karasuma,Yakiniku (BBQ Beef),+81-50-5595-6586,3.53,-,9,3.53,3.53,3.53,3.53,3.51
割烹 市川,Kappouichikawa,3.53,Marutamachi,Kappo (Traditional Japanese),+81-75-223-3232,3.53,-,8,3.53,3.54,3.52,3.55,3.35
直心房　さいき,Jikishimbousaiki,3.53,Gion Shijo,Kyoto Cuisine,+81-50-5595-9687,3.53,3.11,7,3.54,3.54,3.54,3.31,3.54
竹寿司,Takezushi,3.53,Gion Shijo,Sushi,+81-75-541-9503,3.53,3.03,7,3.53,3.56,3.52,3.57,3.23
すし酒場 平島,Sushisakabahirashima,3.53,Kawaramachi,Sushi,+81-75-353-3805,3.52,3.33,6,3.52,3.52,3.52,3.50,3.51
季節料理　みのり,Kisetsuryouriminori,3.53,Sumizome,Kaiseki (Traditional Japanese),+81-75-645-1213,3.53,-,5,3.53,3.51,3.56,3.50,3.32
塩小路楽粋,Shiokoujirakusui,3.53,Kyoto,Kaiseki (Traditional Japanese),+81-75-344-8888,3.52,3.20,5,3.53,3.51,3.56,3.50,3.51
志げる鮨,Shigeruzushi,3.53,Tambabashi,Sushi,+81-75-611-3487,3.52,3.32,5,3.52,3.51,3.47,3.50,3.43
イノダコーヒ ポルタ支店,Inodakohi,3.52,Kyoto,Coffee shoppe,+81-75-343-2380,3.09,3.52,213,3.52,3.50,3.50,3.30,3.51
ますたに 今出川店,Masutani,3.52,Mototanaka,Ramen,+81-75-781-5762,3.09,3.51,186,3.52,3.22,3.23,3.45,3.00
都野菜 賀茂 烏丸店,Miyakoyasaikamo,3.52,Shijo,Buffet style,+81-50-5596-1304,3.18,3.55,185,3.52,3.11,3.50,3.58,3.19
西陣 鳥岩楼,Nishijintoriiwarou,3.52,Imadegawa,Mizutaki,+81-75-441-4004,3.07,3.52,180,3.52,3.15,3.55,3.47,3.07
ラーメン荘 夢を語れ,Ramensouyumewokatare,3.52,Ichijoji,Ramen,+81-75-724-5995,3.37,3.52,180,3.52,3.27,3.47,3.54,3.23
みその橋サカイ,misonobashisakai,3.52,Kitaoji,Chinese,+81-75-492-4965,3.30,3.51,151,3.52,3.29,3.29,3.38,3.00
小川珈琲 本店,Ogawakohi,3.52,Nishikyogoku,Traditional Café,+81-75-313-7334,3.09,3.51,145,3.51,3.51,3.51,3.29,3.51
藤 本店,Fuji,3.52,Jujo,Ramen,+81-75-661-3839,3.09,3.52,141,3.52,3.51,3.35,3.51,3.07
サラダの店サンチョ 河原町本店,Saradanomisesancho,3.52,Kawaramachi,Hamburger Steak,+81-75-211-0459,3.51,3.43,135,3.52,3.43,3.27,3.45,3.07
RIGOLETTO SMOKE GRILL & BAR,RIGOLETTO SMOKE GRILL & BAR,3.52,Gion Shijo,Italian,+81-75-532-0112,3.50,3.51,128,3.52,3.56,3.58,3.58,3.55
親爺,Oyaji,3.52,Hanazono,Ramen,+81-75-463-0406,3.25,3.51,128,3.52,3.28,3.44,3.50,3.09
京ダイニング八条,Kyoudaininguhachijyou,3.52,Kyoto,"Beer, beer restaurant",+81-75-661-8548,3.50,3.39,123,3.52,3.52,3.52,3.47,3.52
祇園 Abbesses,Gionabesu,3.52,Gion Shijo,French,+81-50-5872-3840,3.49,3.51,121,3.52,3.51,3.50,3.52,3.38
祢ざめ家,Nezameya,3.52,Inari,Unagi (Freshwater eel),+81-75-641-0802,3.20,3.52,120,3.53,3.20,3.52,3.08,3.00
カリカリ博士 錦市場店,Karikarihakase,3.52,Kawaramachi,Takoyaki,+81-75-212-0481,3.08,3.52,116,3.51,3.34,3.29,3.64,3.09
権兵衛,Gombee,3.52,Gion Shijo,Udon,+81-75-561-3350,3.53,3.34,112,3.53,3.52,3.53,3.14,3.41
奥丹 南禅寺店,Okutan,3.52,Keage,"Tofu, Yuba",+81-75-771-8709,3.02,3.52,110,3.51,3.28,3.56,3.15,3.00
タイムピース カフェ,Taimupisukafe,3.52,Kawaramachi,Cafe,+81-75-221-6226,3.26,3.51,107,3.51,3.47,3.54,3.23,3.26
からふね屋珈琲店 三条本店,Karafuneyakohiten,3.52,Kyoto Shiyakusho,Traditional Café,+81-50-5592-5485,3.19,3.50,106,3.51,3.37,3.29,3.48,3.44
イン・ザ・グリーン,IN THE GREEN,3.52,Kitayama,Italian,+81-50-5589-9083,3.43,3.52,105,3.51,3.44,3.56,3.52,3.50
ロンドンヤ,Rondonya,3.52,Kawaramachi,Japanese sweets,+81-75-221-3248,3.11,3.52,105,3.52,3.35,3.50,3.53,-
オー バカナル 京都,AUX BACCHANALES,3.52,Shijo,Bistro,+81-50-5890-9600,3.50,3.51,105,3.51,3.50,3.52,3.46,3.46
三条パクチー,Sajjoupakuchi,3.52,Kyoto Shiyakusho,Thailand cooking,+81-50-5595-2104,3.49,3.39,104,3.52,3.24,3.52,3.53,3.11
嵐山さくら餅 稲,Arashiyamasakuramochiine,3.52,Arashiyama,Japanese sweets,+81-75-882-5808,3.17,3.52,100,3.52,3.24,3.51,3.33,3.10
あんびしゃす花,Ambishasuhana,3.52,Kitayama,Tsukemen,+81-75-712-8977,3.34,3.50,97,3.52,3.50,3.35,3.43,3.00
モグモグベーカリー,Mogumogubekari,3.52,Uji,Bread,+81-774-24-1267,3.07,3.52,97,3.52,3.18,3.15,3.44,3.09
つるかめ 本店,Tsurukame,3.52,Kawaramachi,Tsukemen,+81-75-211-3213,3.36,3.39,94,3.52,3.21,3.00,3.19,3.05
やきとり雷,Yakitorikaminari,3.52,Shijo Omiya,Yakitori (Grilled chicken),+81-75-841-3177,3.52,3.03,92,3.53,3.17,3.36,3.51,3.09
ベーカリー柳月堂,Bekariryuugetsudou,3.52,Demachiyanagi,Bread,+81-75-781-5161,3.14,3.52,87,3.53,3.36,3.33,3.52,3.00
ブルージュ洛北,BRUGGE RAKUHOKU,3.52,Iwakura,Bagel,+81-75-201-9069,-,3.52,87,3.52,3.31,3.19,3.38,3.16
パティスリー菓欒,Pathisurikaran,3.52,Kitaoji,Cake,+81-75-495-0094,3.08,3.52,86,3.52,3.46,3.25,3.32,-
セクションドール,Section D'or,3.52,Higashiyama,Western (Others),+81-75-752-2249,3.14,3.56,85,3.53,3.18,3.46,3.17,3.16
田ごと The CUBE店,Tagoto,3.52,Kyoto,Soba,+81-75-365-8729,3.19,3.51,84,3.52,3.51,3.51,3.11,3.10
京都祇園ボロニヤ 本店,BOLONIYA,3.52,Higashiyama,Bread,+81-75-561-5837,3.19,3.51,84,3.52,3.41,3.21,3.43,3.08
epice,Episu,3.52,Demachiyanagi,French,+81-75-222-2220,3.37,3.53,81,3.52,3.46,3.54,3.51,3.52
百練,Hyakuren,3.52,Kawaramachi,Izakaya (Tavern),+81-75-213-2723,3.35,3.49,81,3.52,3.21,3.48,3.51,3.19
ふくい,Fukui,3.52,Tambaguchi,Okonomiyaki,+81-75-841-7374,3.52,3.07,78,3.52,3.51,3.39,3.50,3.41
京都一の傳本店,Kyoutoichinodenhonten,3.52,Karasuma,Kyoto Cuisine,+81-75-254-4070,3.07,3.57,78,3.52,3.45,3.52,3.32,3.10
soto,Soto,3.52,Karasuma Oike,table d'hôte,+81-75-212-5161,3.13,3.52,76,3.52,3.48,3.50,3.54,3.29
接方来 京都駅ビル店,Seppourai,3.52,Kyoto,Dining bar,+81-75-353-9565,3.52,3.27,76,3.52,3.51,3.53,3.51,3.50
五十松,Isomatsu,3.52,Kawaramachi,Izakaya (Tavern),+81-75-255-1239,3.52,-,74,3.52,3.55,3.51,3.37,3.28
山とみ,Yamatomi,3.52,Gion Shijo,Kappo (Traditional Japanese),+81-75-221-3268,3.52,3.09,74,3.51,3.43,3.55,3.51,3.49
ゆう,Yuu,3.52,Tambaguchi,Ramen,+81-75-351-4400,3.12,3.52,74,3.52,3.18,3.20,3.21,3.00
福来たる,Fukukitaru,3.52,Fushimi,Udon,+81-75-641-6663,3.35,3.42,73,3.52,3.50,3.42,3.50,3.03
焼き肉家　益市 堺町錦店,Yakinikuyamasuichi,3.52,Karasuma,Yakiniku (BBQ Beef),+81-75-212-1188,3.52,-,69,3.52,3.47,3.54,3.45,3.27
ロテイー チキンアンドジャッキー タコス,Roti Chicken&Jackie Tacos,3.52,Shijo,Mexico cuisine,+81-50-5594-3566,3.45,3.52,69,3.52,3.51,3.52,3.54,3.46
京煎堂 祇園本店,Kyousendou,3.52,Gion Shijo,Sweets,+81-75-541-1141,3.14,3.51,69,3.52,3.51,3.23,3.47,3.04
ごはん処　矢尾定,Gohandokoroyaosada,3.52,Shijo,Japanese food (other),+81-75-351-3518,3.12,3.56,69,3.52,3.50,3.52,3.52,3.07
古都香,Kotoka,3.52,Demachiyanagi,Sweets,+81-75-712-1939,3.02,3.52,68,3.52,3.32,3.22,3.31,3.34
ムガール,Mughal,3.52,Kyoto Shiyakusho,India cuisine,+81-75-241-3777,3.51,3.27,67,3.52,3.48,3.49,3.37,3.22
かさぎ屋,Kasagiya,3.52,Gion Shijo,Sweets,+81-75-561-9562,3.09,3.52,66,3.52,3.37,3.51,3.44,3.18
しもがも担々麺,Shimogamotantammen,3.52,Kuramaguchi,Dandan noodles,+81-75-702-0575,3.11,3.51,65,3.52,3.39,3.32,3.42,3.15
SALAO,Sarao,3.52,Kyoto Shiyakusho,Bistro,+81-75-213-0201,3.16,3.50,64,3.51,3.19,3.26,3.48,3.09
elk 京都河原町店,eruku,3.52,Kawaramachi,Pancake,+81-75-212-8221,3.08,3.52,63,3.52,3.48,3.51,3.40,3.10
月ヶ瀬 堺町店,tsukigase,3.52,Karasuma Oike,Sweets,+81-75-212-1959,3.12,3.51,63,3.52,3.50,3.51,3.37,3.13
マールブランシュ JR京都伊勢丹B1F店,Maruburanshu,3.52,Kyoto,Cake,+81-75-353-7733,3.14,3.51,63,3.52,3.34,3.10,3.29,3.00
よしみ,Yoshimi,3.52,Kyoto Shiyakusho,Izakaya (Tavern),+81-75-252-4110,3.52,-,62,3.52,3.41,3.48,3.51,3.22
OGAWA COFFEE  京都駅店,Ogawakohi,3.52,Kyoto,Cafe,+81-75-352-0808,3.07,3.51,61,3.52,3.50,3.39,3.35,3.51
権太呂 金閣寺店,Gontaro,3.52,Kitano Hakubaich,Soba,+81-75-463-1039,3.07,3.52,61,3.52,3.37,3.50,3.24,3.11
馬肉料理専門店　馬野郎,Banikuryourisemmontenumayarou,3.52,Kawaramachi,Yakiniku (BBQ Beef),+81-50-5869-5702,3.52,-,59,3.51,3.50,3.39,3.50,3.42
グランマーブル 祇園,guramma-burugion,3.52,Gion Shijo,Bread,+81-75-533-7600,3.08,3.51,59,3.52,3.35,3.52,3.21,-
三條若狭屋,Sanjouwakasaya,3.52,Nijojo Mae,Japanese sweets,+81-75-841-1381,-,3.52,58,3.52,3.38,3.40,3.50,3.36
串八 白梅町本店,Kushihachi,3.52,Kitano Hakubaich,Kushi-age (Fried Skewer),+81-75-461-8888,3.52,3.07,57,3.52,3.51,3.50,3.53,3.27
亀屋清永,Kameyakiyonaga,3.52,Gion Shijo,Japanese sweets,+81-75-561-2181,3.18,3.51,57,3.52,3.30,3.36,3.23,-
天一 京都伊勢丹店,Tenichi,3.52,Kyoto,Tempura,+81-50-5570-6284,3.32,3.54,57,3.52,3.49,3.50,3.45,3.45
一善や 京都店,Ichizenya,3.52,Chayama,Cake,+81-75-701-8110,3.19,3.51,57,3.52,3.47,3.52,3.36,3.28
京懐石とゆば料理 松山閣 JR京都伊勢丹店,Kyoukaisekitoyubaryourishouzankaku,3.52,Kyoto,Kaiseki (Traditional Japanese),+81-50-5595-0753,3.32,3.52,56,3.52,3.33,3.51,3.00,3.14
やぐ羅 本店,Yagura,3.52,Gion Shijo,Soba,+81-75-561-1035,3.10,3.52,56,3.52,3.29,3.31,3.38,3.08
スコルピオーネ 祇園,Scorpione,3.52,Gion Shijo,Italian,+81-75-525-5054,3.51,3.42,54,3.52,3.51,3.54,3.53,3.52
京ラーメン さだかず,Kyouramensadakazu,3.52,Gion Shijo,Ramen,+81-75-533-0053,3.52,3.06,54,3.53,3.50,3.52,3.50,3.06
マルク・パージュ,Marque-page,3.52,Marutamachi,Cake,+81-75-252-5678,3.06,3.52,53,3.52,3.38,3.55,3.47,3.36
ゑびす屋,Bisuya,3.52,Matsugasaki,Ramen,+81-75-711-0757,3.21,3.51,53,3.52,3.50,3.37,3.53,3.00
居酒屋ニューシンマチ,Izakayanishimmachi,3.52,Shijo,Izakaya (Tavern),+81-75-222-0035,3.52,-,53,3.51,3.54,3.50,3.53,3.50
月ヶ瀬 祇園店,Tsukigase,3.52,Gion Shijo,Sweets,+81-75-525-2131,3.06,3.52,52,3.53,3.50,3.51,3.24,3.09
一膳飯屋 りぃぼん,Ribon,3.52,Kitayama,table d'hôte,+81-75-723-3329,3.17,3.51,52,3.52,3.50,3.53,3.51,3.26
アローツリー カラスマ,ARROWTREE KARASUMA,3.52,Karasuma,Cake,+81-75-255-7212,3.09,3.51,52,3.52,3.34,3.31,3.33,3.33
